0. gate number: 
#AND: 208, #OR: 0, #INV: 186
# PI: 32
# PO: 17
Input list:
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 
Output list:
883 884 885 886 887 888 889 890 891 892 893 894 895 896 897 898 899 

Circuit size = 772
Circuit size = 1234
brInputList:
883 884 885 886 887 888 889 890 891 892 893 894 895 896 897 898 899 900 901 902 903 904 905 906 907 908 909 910 911 912 913 914 915 916 917 918 919 920 921 922 923 924 925 926 927 928 929 930 931 
runtime_m = 0.015
PO_line = 2399
Circuit size = 2021
Circuit size = 324
*********************************************
Val	ci	n	nT	gT	FI		FO
4	1	386	0	5	713 		393 
4	1	387	0	7	341 470 		388 
4	1	388	0	5	387 		715 716 717 
4	1	389	0	7	63 79 		390 
4	1	390	0	5	389 		718 719 720 
4	1	391	0	7	715 718 		721 722 723 
4	1	392	0	5	721 		395 
4	1	393	0	7	386 722 		394 
4	1	394	0	5	393 		2462 
4	1	395	0	7	392 714 		396 
4	1	396	0	5	395 		2462 
4	1	397	2	1	15 		414 
4	1	398	0	7	704 723 		725 726 
4	1	399	0	7	688 725 		403 
4	1	403	0	7	297 399 		404 
4	1	404	0	5	403 		411 
4	1	405	0	7	692 726 		406 
4	1	406	0	5	405 		410 
4	1	407	0	7	696 719 		408 
4	1	408	0	5	407 		409 
4	1	409	0	7	408 716 		410 
4	1	410	0	7	406 409 		411 
4	1	411	0	7	404 410 		729 730 
4	1	413	0	5	729 		420 
4	1	414	0	7	397 472 		415 
4	1	415	0	5	414 		731 732 
4	1	416	0	7	64 80 		417 
4	1	417	0	5	416 		733 734 
4	1	418	0	7	731 733 		735 736 
4	1	419	0	5	735 		422 
4	1	420	0	7	413 736 		421 
4	1	421	0	5	420 		2463 
4	1	422	0	7	419 730 		423 
4	1	423	0	5	422 		2463 
4	1	425	0	7	325 707 		426 
4	1	426	0	5	425 		427 
4	1	427	0	7	426 712 		428 
4	1	428	0	5	427 		429 
4	1	429	0	7	428 720 		430 
4	1	430	0	5	429 		432 
4	1	431	0	7	717 732 		432 
4	1	432	0	7	430 431 		433 
4	1	433	0	5	432 		434 
4	1	434	0	7	433 734 		435 
4	1	435	0	5	434 		2464 
4	1	459	2	1	25 		74 
4	1	460	2	1	25 		253 
4	1	461	2	1	26 		75 
4	1	462	2	1	26 		278 
4	1	463	2	1	27 		76 
4	1	464	2	1	27 		303 
4	1	465	2	1	28 		77 
4	1	466	2	1	28 		331 
4	1	467	2	1	29 		78 
4	1	468	2	1	29 		359 
4	1	469	2	1	30 		79 
4	1	470	2	1	30 		387 
4	1	471	2	1	31 		80 
4	1	472	2	1	31 		414 
4	1	616	2	1	254 		257 
4	1	617	2	1	254 		268 
4	1	618	2	1	254 		292 
4	1	619	2	1	256 		257 
4	1	620	2	1	256 		269 
4	1	628	2	1	269 		270 
4	1	629	2	1	269 		318 
4	1	630	2	1	270 		272 
4	1	631	2	1	270 		634 635 
4	1	634	2	1	631 		277 
4	1	635	2	1	631 		286 
4	1	636	2	1	279 		282 
4	1	637	2	1	279 		292 
4	1	638	2	1	279 		320 
4	1	639	2	1	281 		282 
4	1	640	2	1	281 		294 
4	1	641	2	1	282 		283 
4	1	642	2	1	282 		284 
4	1	644	2	1	282 		314 
4	1	648	2	1	294 		295 
4	1	649	2	1	294 		349 
4	1	650	2	1	295 		297 
4	1	651	2	1	295 		654 655 
4	1	654	2	1	651 		302 
4	1	655	2	1	651 		311 
4	1	656	2	1	304 		307 
4	1	657	2	1	304 		320 
4	1	658	2	1	304 		351 
4	1	659	2	1	306 		307 
4	1	660	2	1	306 		322 
4	1	661	2	1	307 		308 
4	1	662	2	1	307 		309 
4	1	663	2	1	307 		314 
4	1	664	2	1	307 		342 
4	1	666	2	1	314 		318 
4	1	667	2	1	314 		371 
4	1	671	2	1	322 		323 
4	1	672	2	1	322 		377 
4	1	673	2	1	324 		325 
4	1	674	2	1	324 		675 676 
4	1	675	2	1	674 		330 
4	1	676	2	1	674 		339 
4	1	677	2	1	332 		335 
4	1	678	2	1	332 		351 
4	1	679	2	1	332 		379 
4	1	680	2	1	334 		335 
4	1	681	2	1	334 		353 
4	1	682	2	1	335 		336 
4	1	683	2	1	335 		337 
4	1	684	2	1	335 		342 
4	1	685	2	1	335 		370 
4	1	687	2	1	342 		349 
4	1	688	2	1	342 		399 
4	1	691	2	1	353 		354 
4	1	692	2	1	353 		405 
4	1	693	2	1	355 		358 
4	1	694	2	1	355 		367 
4	1	695	2	1	359 		360 
4	1	696	2	1	359 		407 
4	1	697	2	1	360 		363 
4	1	698	2	1	360 		379 
4	1	699	2	1	362 		363 
4	1	700	2	1	362 		381 
4	1	701	2	1	363 		364 
4	1	702	2	1	363 		365 
4	1	703	2	1	363 		370 
4	1	704	2	1	363 		398 
4	1	705	2	1	370 		371 
4	1	706	2	1	370 		377 
4	1	707	2	1	370 		425 
4	1	711	2	1	382 		383 
4	1	712	2	1	382 		427 
4	1	713	2	1	384 		386 
4	1	714	2	1	384 		395 
4	1	715	2	1	388 		391 
4	1	716	2	1	388 		409 
4	1	717	2	1	388 		431 
4	1	718	2	1	390 		391 
4	1	719	2	1	390 		407 
4	1	720	2	1	390 		429 
4	1	721	2	1	391 		392 
4	1	722	2	1	391 		393 
4	1	723	2	1	391 		398 
4	1	725	2	1	398 		399 
4	1	726	2	1	398 		405 
4	1	729	2	1	411 		413 
4	1	730	2	1	411 		422 
4	1	731	2	1	415 		418 
4	1	732	2	1	415 		431 
4	1	733	2	1	417 		418 
4	1	734	2	1	417 		434 
4	1	735	2	1	418 		419 
4	1	736	2	1	418 		420 
1	1	883	3	10			
1	1	884	3	10			
1	1	885	3	10			
1	1	886	3	10			
1	1	887	3	10			
1	1	888	3	10			
1	1	889	3	10			
1	1	890	3	10			
1	1	891	3	10			
4	1	892	3	11	262 		
4	1	893	3	11	2458 		
4	1	894	3	11	2459 		
4	1	895	3	11	2460 		
4	1	896	3	11	2461 		
4	1	897	3	11	2462 		
4	1	898	3	11	2463 		
4	1	899	3	11	2464 		
4	1	2458	0	7	285 287 		893 
4	1	2459	0	7	310 312 		894 
4	1	2460	0	7	338 340 		895 
4	1	2461	0	7	366 368 		896 
4	1	2462	0	7	394 396 		897 
4	1	2463	0	7	421 423 		898 
4	1	2464	0	5	435 		899 
*********************************************

runtime_m = 0.013

&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
Starting rar!

$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
Coming into rar!
first_cost = 100000

(361, 1): 
cost of current fault: 92

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step1. Compute the MAs of current fault:
runtime_s1 = 0.006

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step2. Construt the set of candadidate wires
MA_act:
(361,3)  (362,2)  (699,2)  (700,2)  
MA_obs:

MA_forced:
(361,3)  (362,2)  
cand_set: 0

runtime_s2 = 0

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step3. Check the validality of all candadicate wires

$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
Coming into rar!
first_cost = 100000

(333, 1): 
cost of current fault: 91

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step1. Compute the MAs of current fault:
runtime_s1 = 0.009

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step2. Construt the set of candadidate wires
MA_act:
(333,3)  (334,2)  (680,2)  (681,2)  
MA_obs:

MA_forced:
(333,3)  (334,2)  
cand_set: 0

runtime_s2 = 0

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step3. Check the validality of all candadicate wires

$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
Coming into rar!
first_cost = 100000

(305, 1): 
cost of current fault: 91

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step1. Compute the MAs of current fault:
runtime_s1 = 0.011

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step2. Construt the set of candadidate wires
MA_act:
(305,3)  (306,2)  (659,2)  (660,2)  
MA_obs:

MA_forced:
(305,3)  (306,2)  
cand_set: 0

runtime_s2 = 0

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step3. Check the validality of all candadicate wires

$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
Coming into rar!
first_cost = 100000

(387, 1): 
cost of current fault: 79

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step1. Compute the MAs of current fault:
runtime_s1 = 0.003

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step2. Construt the set of candadidate wires
MA_act:
(387,3)  (388,2)  (715,2)  (716,2)  (717,2)  
MA_obs:

MA_forced:
(387,3)  (388,2)  
cand_set: 0

runtime_s2 = 0

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step3. Check the validality of all candadicate wires

$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
Coming into rar!
first_cost = 100000

(331, 1): 
cost of current fault: 76

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step1. Compute the MAs of current fault:
runtime_s1 = 0.01

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step2. Construt the set of candadidate wires
MA_act:
(331,3)  (332,2)  (677,2)  (678,2)  (679,2)  
MA_obs:

MA_forced:
(331,3)  (332,2)  
cand_set: 0

runtime_s2 = 0

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step3. Check the validality of all candadicate wires

$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
Coming into rar!
first_cost = 100000

(280, 1): 
cost of current fault: 75

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step1. Compute the MAs of current fault:
runtime_s1 = 0.01

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step2. Construt the set of candadidate wires
MA_act:
(280,3)  (281,2)  (639,2)  (640,2)  
MA_obs:

MA_forced:
(280,3)  (281,2)  
cand_set: 0

runtime_s2 = 0

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step3. Check the validality of all candadicate wires

$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
Coming into rar!
first_cost = 100000

(359, 1): 
cost of current fault: 73

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step1. Compute the MAs of current fault:
runtime_s1 = 0.007

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step2. Construt the set of candadidate wires
MA_act:
(359,3)  (360,2)  (695,3)  (696,3)  (697,2)  (698,2)  
MA_obs:

MA_forced:
(359,3)  
cand_set: 0

runtime_s2 = 0

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step3. Check the validality of all candadicate wires

$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
Coming into rar!
first_cost = 100000

(303, 1): 
cost of current fault: 67

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step1. Compute the MAs of current fault:
runtime_s1 = 0.013

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step2. Construt the set of candadidate wires
MA_act:
(303,3)  (304,2)  (656,2)  (657,2)  (658,2)  
MA_obs:

MA_forced:
(303,3)  (304,2)  
cand_set: 0

runtime_s2 = 0

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step3. Check the validality of all candadicate wires

$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
Coming into rar!
first_cost = 100000

(389, 1): 
cost of current fault: 60

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step1. Compute the MAs of current fault:
runtime_s1 = 0.003

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step2. Construt the set of candadidate wires
MA_act:
(389,3)  (390,2)  (718,2)  (719,2)  (720,2)  
MA_obs:

MA_forced:
(389,3)  (390,2)  
cand_set: 0

runtime_s2 = 0

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step3. Check the validality of all candadicate wires

$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
Coming into rar!
first_cost = 100000

(363, 0): 
cost of current fault: 60

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step1. Compute the MAs of current fault:
runtime_s1 = 0.006

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step2. Construt the set of candadidate wires
MA_act:
(359,0)  (360,1)  (361,0)  (362,1)  (363,2)  (364,3)  (407,0)  (408,1)  (695,0)  (696,0)  (697,1)  (698,1)  (699,1)  (700,1)  (701,2)  (702,2)  (703,2)  (704,2)  
MA_obs:

MA_forced:
(359,0)  (360,1)  (361,0)  (362,1)  (363,2)  (695,0)  (697,1)  (699,1)  
cand_set: 10
(359,361)  (359,699)  (361,359)  (361,695)  (361,697)  (407,361)  (407,363)  (407,695)  (407,697)  (407,699)  
runtime_s2 = 0.001

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step3. Check the validality of all candadicate wires
runtime_m = 0.011

@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
*Current candidate wire is (359, 361), new lineNumber = 2568
ns_value = 0, nd_value = 0
wa_value = 0
testPool's size = 0
runtime_ff = 0.015
start podem: 

$Current fault is (2568, 0)
compute_MA's time:0.007
rrrrrrrrrrrrrrrrrrrrrrr
isTestable_wa_podem = 1
This candidate is testable!
This test vector = 
try adding another gate, this_cost = 60
satisfying MA:
runtime_m = 0.011

@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
*Current candidate wire is (359, 699), new lineNumber = 2565
ns_value = 0, nd_value = 1
wa_value = 1
testPool's size = 1
start parallel pattern fault simulation:
runtime_ff = 0.016
start podem: 

$Current fault is (2565, 1)
compute_MA's time:0.006
rrrrrrrrrrrrrrrrrrrrrrr
isTestable_wa_podem = 1
This candidate is testable!
This test vector = 
try adding another gate, this_cost = 60
satisfying MA:
runtime_m = 0.011

@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
*Current candidate wire is (361, 359), new lineNumber = 2568
ns_value = 0, nd_value = 0
wa_value = 0
testPool's size = 1
start parallel pattern fault simulation:
runtime_ff = 0.016
start podem: 

$Current fault is (2568, 0)
compute_MA's time:0.007
rrrrrrrrrrrrrrrrrrrrrrr
isTestable_wa_podem = 1
This candidate is testable!
This test vector = 
try adding another gate, this_cost = 60
satisfying MA:
runtime_m = 0.011

@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
*Current candidate wire is (361, 695), new lineNumber = 2568
ns_value = 0, nd_value = 0
wa_value = 0
testPool's size = 1
start parallel pattern fault simulation:
runtime_ff = 0.016
start podem: 

$Current fault is (2568, 0)
compute_MA's time:0.007
rrrrrrrrrrrrrrrrrrrrrrr
isTestable_wa_podem = 1
This candidate is testable!
This test vector = 
try adding another gate, this_cost = 60
satisfying MA:
runtime_m = 0.012

@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
*Current candidate wire is (361, 697), new lineNumber = 2565
ns_value = 0, nd_value = 1
wa_value = 1
testPool's size = 1
start parallel pattern fault simulation:
runtime_ff = 0.017
start podem: 

$Current fault is (2565, 1)
compute_MA's time:0.006
rrrrrrrrrrrrrrrrrrrrrrr
isTestable_wa_podem = 1
This candidate is testable!
This test vector = 
try adding another gate, this_cost = 60
satisfying MA:
runtime_m = 0.011

@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
*Current candidate wire is (407, 361), new lineNumber = 2568
ns_value = 0, nd_value = 0
wa_value = 0
testPool's size = 1
start parallel pattern fault simulation:
runtime_ff = 0.017
start podem: 

$Current fault is (2568, 0)
compute_MA's time:0.007
rrrrrrrrrrrrrrrrrrrrrrr
isTestable_wa_podem = 1
This candidate is testable!
This test vector = 
try adding another gate, this_cost = 60
satisfying MA:
runtime_m = 0.011

@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
*Current candidate wire is (407, 363), new lineNumber = 2568
ns_value = 0, nd_value = 2
wa_value = 0
testPool's size = 1
start parallel pattern fault simulation:
ff: *Current fault is testable!
runtime_ff = 0.017
try adding another gate, this_cost = 60
satisfying MA:
runtime_m = 0.011

@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
*Current candidate wire is (407, 695), new lineNumber = 2568
ns_value = 0, nd_value = 0
wa_value = 0
testPool's size = 1
start parallel pattern fault simulation:
runtime_ff = 0.016
start podem: 

$Current fault is (2568, 0)
compute_MA's time:0.007
rrrrrrrrrrrrrrrrrrrrrrr
isTestable_wa_podem = 1
This candidate is testable!
This test vector = 
try adding another gate, this_cost = 60
satisfying MA:
runtime_m = 0.011

@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
*Current candidate wire is (407, 697), new lineNumber = 2565
ns_value = 0, nd_value = 1
wa_value = 1
testPool's size = 1
start parallel pattern fault simulation:
runtime_ff = 0.016
start podem: 

$Current fault is (2565, 1)
compute_MA's time:0.006
rrrrrrrrrrrrrrrrrrrrrrr
isTestable_wa_podem = 1
This candidate is testable!
This test vector = 
try adding another gate, this_cost = 60
satisfying MA:
runtime_m = 0.011

@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
*Current candidate wire is (407, 699), new lineNumber = 2565
ns_value = 0, nd_value = 1
wa_value = 1
testPool's size = 1
start parallel pattern fault simulation:
runtime_ff = 0.017
start podem: 

$Current fault is (2565, 1)
compute_MA's time:0.006
rrrrrrrrrrrrrrrrrrrrrrr
isTestable_wa_podem = 1
This candidate is testable!
This test vector = 
try adding another gate, this_cost = 60
satisfying MA:
runtime_step3 = 0.297

$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
Coming into rar!
first_cost = 100000

(335, 0): 
cost of current fault: 59

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step1. Compute the MAs of current fault:
runtime_s1 = 0.007

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step2. Construt the set of candadidate wires
MA_act:
(331,0)  (332,1)  (333,0)  (334,1)  (335,2)  (336,3)  (677,1)  (678,1)  (679,1)  (680,1)  (681,1)  (682,2)  (683,2)  (684,2)  (685,2)  
MA_obs:

MA_forced:
(331,0)  (332,1)  (333,0)  (334,1)  (335,2)  (677,1)  (680,1)  
cand_set: 4
(331,333)  (331,680)  (333,331)  (333,677)  
runtime_s2 = 0.001

^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
step3. Check the validality of all candadicate wires
runtime_m = 0.011

@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
*Current candidate wire is (331, 333), new lineNumber = 2568
ns_value = 0, nd_value = 0
wa_value = 0
testPool's size = 1
start parallel pattern fault simulation:
runtime_ff = 0.017
start podem: 

$Current fault is (2568, 0)
compute_MA's time:0.009
rrrrrrrrrrrrrrrrrrrrrrr
isTestable_wa_podem = 1
This candidate is testable!
This test vector = 
try adding another gate, this_cost = 59
satisfying MA:
runtime_m = 0.011

@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
*Current candidate wire is (331, 680), new lineNumber = 2565
ns_value = 0, nd_value = 1
wa_value = 1
testPool's size = 1
start parallel pattern fault simulation:
runtime_ff = 0.016
start podem: 

$Current fault is (2565, 1)
compute_MA's time:0.007
rrrrrrrrrrrrrrrrrrrrrrr
isTestable_wa_podem = 1
This candidate is testable!
This test vector = 
try adding another gate, this_cost = 59
satisfying MA:
runtime_m = 0.011

@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
*Current candidate wire is (333, 331), new lineNumber = 2568
ns_value = 0, nd_value = 0
wa_value = 0
testPool's size = 1
start parallel pattern fault simulation:
runtime_ff = 0.016
start podem: 

$Current fault is (2568, 0)
compute_MA's time:0.011
rrrrrrrrrrrrrrrrrrrrrrr
isTestable_wa_podem = 1
This candidate is testable!
This test vector = 
try adding another gate, this_cost = 59
satisfying MA:
runtime_m = 0.011

@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
*Current candidate wire is (333, 677), new lineNumber = 2565
ns_value = 0, nd_value = 1
wa_value = 1
testPool's size = 1
start parallel pattern fault simulation:
runtime_ff = 0.016
start podem: 

$Current fault is (2565, 1)
compute_MA's time:0.007
rrrrrrrrrrrrrrrrrrrrrrr
isTestable_wa_podem = 1
This candidate is testable!
This test vector = 
try adding another gate, this_cost = 59
satisfying MA:
runtime_step3 = 0.437

